Date,Vertical,Author,Headline,Description
"JAN 01 2017, 22:26 IST",Business,"Jan 02, 2017, New Delhi, DHNS,","Jan Dhan accounts mobilise Rs 71,558 cr till Dec 21: govt","Once flayed for zero-balance, Jan Dhan accounts have mobilised deposits of Rs 71,558 crore as on December 21, the Finance Ministry said on Sunday.

So far, 26.03 crore accounts have been opened under Pradhan Mantri Jan Dhan Yojana (PMJDY), out of which, 15.86 crore accounts are in rural areas, it said.

According to year-end data issued by the ministry, withdrawal from the Jan Dhan accounts was at Rs 3,285 crore. The total deposits increased to a record high of Rs 74,610 crore for the week ended December 7 in the wake of demonetisation, but it started declining after that and came close to Rs 71,037 crore on December 28. This happened because the government issued stern warnings of huge cash deposits and withdrawals in the wake of demonetisation, suspecting that the black money holders used poor people’s bank accounts to stock cash.

The upper limit for deposits in Jan Dhan account is Rs 50,000.The tax department is looking at the sudden surge in Jan Dhan accounts post November 8, when Prime Minister Narendra Modi, in a sudden announcement, banned Rs 500 and Rs 1000 notes.

The prime minister has also assured that action will be taken against those who have misused others accounts to deposit money and tried to escape from the tax net after the demonetisation move was announced.

Govt eyes more jobs under PMEGP

The government expects job creation under Prime Minister’s Employment Generation Programme (PMEGP) “to improve”, notwithstanding the consistent decline witnessed since 2012-13. According to provisional estimates, between March and October 2016, employment was generated for 1,87,000 persons under PMEGP, against the target of 4,25,000 jobs for this fiscal."
"JAN 01 2017, 01:36 IST",City,"Bengaluru: Jan 1, 2017, DHNS,",Praveen Sood is B'luru police commissioner,"On New Year’s Eve, the state government effected a major reshuffle in the top echelons of the police department.

N Praveen Sood, ADGP (Administration), has been appointed the 33rd police commissioner of Bengaluru in place of N S Megharik who has been posted as ADGP of the Anti-Corruption Bureau.

Megharik replaces K V Gagandeep who has been appointed ADGP (Crimes and Technical Services). Kamal Pant, ADGP (Karnataka State Reserve Police), takes the place of Sood as ADGP (Administration).

In other significant postings, Additional Commissioners of Police P Harishekaran (Bengaluru East) and K S R Charan Reddy (West) have been appointed IGP (Western range) and IGP, Karnataka State Reserve Police, respectively.

Malini Krishnamoorthy replaces Harishekaran, while M Hemanth Nimbalkar will take charge from Reddy.

Malini is the only woman officer to hold an executive posting in the city. M A Saleem, who was IGP (ACB), has been posted as IGP (Eastern range), Davangere. K V Sharath Chandra, Additional Commissioner of Police (Crime, Bengaluru), has replaced Saleem. Other important changes include S Ravi, Additional Commissioner of Police (Crime); M Nanjundaswami, Additional Commissioner of Police (Administration); Chandragupta, DCP (Central); Karthik Reddy, DCP (Administration). N Satheesh Kumar, who was DCP (East), has been promoted and transferred as DIG (Intelligence).

Ajay Hilori is DCP (East).
Praveen Sood will assume office on Sunday. “It is a great opportunity.  I will do my bit on whatever it takes to keep the city safer and perhaps do something about the traffic,” Sood said. Megharikh said he had a very satisfying and fulfilling stint. “I felt the whole city was an extended family for me and I tried my best to take care of them,” he said."
"JAN 01 2017, 01:56 IST",City,"Bengaluru: Jan 1, 2017, DHNS,",Jayadeva hospital does first heart transplant for just Rs 6 lakh,"It was a three-month optimistic wait for the family of a heart recipient. For them, the transplant procedure was beyond their means. But for the generosity of the hospital, the patient’s wife said, her husband would not have lived.

Shivappa (name changed) is the first beneficiary of a heart transplant at the Sri Jayadeva Institute of Cardiovascular Sciences and Research (SJICSR) in the city that took place early on Saturday morning. For three months now, his family has been spending day and night with him at the hospital.

His wife Dakshayini told DH, “I was told that my husband had to be put on artificial support as his condition worsened. Transplant option was beyond our reach. I believed that doctors in Jayadeva would help and they did.”

The 40-year-old, who works as a security guard, has just enough savings to pay for the hospital expenses.

A transplant would cost anywhere between Rs 15 lakh and Rs 25 lakh at private hospitals. At the government-run autonomous SJICSR, it is just Rs 6 lakh. With the family unable to afford even this, the hospital footed part of the medical expenses.

Shivappa was rushed to the hospital with severe breathlessness and inability to walk in October 2016. On examination, he was diagnosed with Dilated Cardiomyopathy, a condition where the chambers of the heart are enlarged, making it difficult for the heart to pump blood. The patient’s pumping capacity had come down to 20%.

On Friday, at 3 pm, doctors at Jayadeva were informed about a possible match for this patient. Mario Shin Yuan Huang, who had slipped off the rooftop of a building, was admitted to Manipal Hospitals with serious head injuries. He was later declared brain-dead. Relatives were counselled and doctors at SJICSR were alerted.

“We started working on it soon after. We sought clearances from the Zonal Co-ordination Committee of Karnataka for Organ Transplantation. The donor’s family wanted to offer some prayers and we were asked to begin the organ harvesting only after midnight,” recalled Dr C N Manjunath, director, SJICSR.

A team of doctors, Dr Arul Dominic, Dr A M Jagadeesh, Dr Girish Gowda, Dr L Sridhar, Dr Ravi S Math, Dr Prabhakar, Dr J Naveen, headed by Dr Seetharama Bhat, performed the transplant. The team rushed to Manipal Hospitals and harvested his heart. A green corridor was created to transport the organ and a four-hour procedure followed. The recipient is stable, said Dr Manjunath.
DH News Service"
"JAN 01 2017, 01:59 IST",City,"Bengaluru: Jan 1, 2017, DHNS,",State govt transfers seven IFS officers,"The state government on Saturday transferred seven IFS officers. Following are their new postings:

Anil Kumar Ratan, Chief Executive Officer, Karnataka Building and Other Construction Workers Welfare Board, Bengaluru; B Venkatesh, Executive Director, Jungle Lodges and Resorts Ltd,  Bengaluru; D Manjunath, Deputy Conservator of Forests, Chikkaballapur; D Mahesh Kumar, Deputy Conservator of Forests, Bengaluru; Deep J Contractor, General Manager, Karnataka Eco-Tourism Development Board; M N Vijaykumar, Deputy Conservator of Forests, Ramanagaram; A Chandranna, Deputy Conservator of Forests, Chikkamagaluru.

33 officers promoted
The state government also promoted 33 IAS officers in their pay scales including G Kalpana, Rajeev Chawla and V Manjula among others.
DH News Service"
"JAN 01 2017, 02:01 IST",City,"Bengaluru: Jan 1, 2017, DHNS,","Gang of 3 rob man of cellphone, cash","A 35-year-old man was robbed of his mobile phone and Rs 5,000 in cash by three unidentified bike-borne men in Peenya, north Bengaluru, in the early hours of Saturday.

Raju, who works at a travel agency, left his house at 4 am to visit his hometown, Kunigal, for New Year’s Eve celebrations. As he walked to the bus stop at 1st main, Dasarahalli, three men riding a motorcycle accosted him and threatened him with lethal weapons. They asked him to part with cash and valuables. Raju didn’t resist their demand and quietly gave away his phone and cash. The trio then sped off. Raju then went to the Peenya police station and filed a complaint of robbery. Police said they were investigating the matter.
DH News Service"
"JAN 01 2017, 02:05 IST",City,"Bengaluru, Jan 1, 2017, DHNS,",Political parties flout HC order on flexes,"Despite high court orders for removal of all illegal flex boards, banners and posters from the city, BBMP officials have turned a blind eye to the rampant use of political posters in KR Puram.

Political parties seem to be outdoing each other to wish people a Merry Christmas and a Happy New Year at the cost of the city’s aesthetics. With this, not a single lamp post has been spared of a flex board or a poster. Political messages have even outnumbered commercial advertisements.

Though all three main political parties -- Congress, BJP and the JD(S) -- are guilty, the Congress appears to be the “winner” of the “advertisement war” since the area is represented by party MLA Byrathi Basavaraj. Basavaraj’s supporters have put up these illegal posters, banners, flex boards and hoardings featuring his picture.

Madhav Prasad, a fruit vendor in KR Puram, said this is not new in this area. “It has been going on for many years. Earlier, it was Nandish Reddy, and now it is Basavaraj.”

He added that often there is a clash between various groups over the posters. “Sometimes, supporters of a particular party clash among themselves on finding their photographs missing from the posters,” said Prasad.

BBMP Commissioner N Manjunath Prasad said that though the Palike has filed 200 FIRs in this regard, the practice is still prevalent. “We file FIRs but offenders come out on bail and resume their old practice,” said Prasad.

He ordered the BBMP control room to instruct all joint commissioners to strictly remove all illegal posters and hoardings. BBMP’s taxation and finance committee chairman said, “There is a high court order prohibiting illegal posters, banners and flex boards but still it is flouted due to the negligence of zonal-level joint commissioners.”"
"JAN 01 2017, 02:07 IST",City,"Bengaluru, Jan 1, 2017, DHNS,",City revellers get the better of cash shortage,"New Year’s Eve revellers seem to have got the better of cash shortage by making digital payments at pubs, bars and restaurants. Watering holes and eateries made brisk business as the last day of the year wound up.

Most people who booked slots for the New Year’s Eve party at a popular cafe in southern Bengaluru paid online or by credit/debit card, according to a staffer. Coconut Grove, a popular restaurant on Church Street, saw a good crowd despite few cash transactions, said its manager, Arvind D. “All customers paid by card,” he added.

Malls, too, were crowded and stayed open till 1 am. Garuda Mall, in central Bengaluru, which closes by 10 pm on other days, remained open till 1 am.

Some Bengalureans, however, gave outdoor parties a miss and instead opted for house get-togethers to save costs on account of cash shortage. Vijay N, a resident of Jayanagar, said that he didn’t travel with friends on New Year’s Eve and was instead hosting a house party to cut down on expenses.

Ruam Mukherjee, a resident of Cooke Town, said, “I don’t like big fat New Year’s Eve parties but prefer spending time with people who matter to me. House parties also help to cut costs.”

PM ‘lets down’ guzzlers
At Church Street Social, a pub in Koramangala, more than 50 people were watching with bated breath Prime Minister Narendra Modi’s scheduled speech on television on Saturday evening. The pub had an offer: every time the prime minister uttered his favourite word ‘Mitron’, patrons would get a shot glass of beer at just Rs 31. But to their disappointment, Modi didn’t oblige them. The offer was available at the pub chain’s all branches in Bengaluru where the speech was screened live."
"JAN 01 2017, 02:13 IST",City,"Bengaluru: Jan 1, 2017, DHNS,",Brigade Rd keeps date with New Year's Eve revelry,"The usual sight of bumper-to-bumper cars on Brigade Road was replaced by a sea of people with their hands up in the air counting down to 2017.

Unlike the previous years, the lights on Brigade Road were not switched off for the New Year countdown for safety reasons. But this did not dampen the euphoria of the crowd as it whistled and cheered.  MG Road and the surrounding areas began to swell as early as 7 pm with revellers old and young. Bright red lights from devil-horn headbands moved up and down Brigade Road and Church Street.

These and flowery tiaras were being bought in dozens by party-goers. Everyone had their phones out, clicking selfies to show their friends what they were doing to welcome the New Year.

All the watering holes in and around the central business district were full with many waiting for their turn to enter. Besides the branded restaurants, roadside eateries and vendors selling people masks, balloons and plastic trumpets also did brisk business. Notwithstanding the impact of demonetisation, people came out in large numbers to welcome the New Year. Almost all star hotels and clubs were full.

R Nakum and his family were celebrating their first New Year in Bengaluru. “We were just roaming around and we came to MG Road. Our friends told us what it would be like here but we were not prepared to see crowds in such a celebratory mood,” he said.

Exams and studies took a backseat on New Year’s Eve. Manisha S, a final-year engineering student, was out with her friends on Brigade Road. “Our exams will begin in two days but we wanted to come out and check out the craziness here,” she said.

Another student, Sai Prashanti, used the occasion to pursue her passion. “I love photography and the scene here is perfect for experimenting with my camera. I got many interesting bouquet shots of the decorative lights,” she said with excitement.

In 2017, the resolution is to not make any resolutions. “Every year, we come up with crazy ideas like getting six-pack abs. Halfway through the year, it doesn’t work out. So this year, I am not making any promises to myself,” said Brahmadutt Nair, an engineering student. The same goes for Sarika, a class 10 student, who did not manage to fulfil her resolutions to grow her hair long and do better in school. Her mother Solai, however, has not given up yet. “I am a woman entrepreneur, so my resolution is to work hard and improve my business,” she said.

Police, supported by CCTV cameras, kept an eye on the revellers to prevent untoward incidents.
DH News Service"
"JAN 01 2017, 02:20 IST",City,"Mythri Bangalore, Jan 1, 2017, DHNS,",Passengers seek more rail heads in Bengaluru,"The call for a suburban railway service for Bengaluru has grown louder, with residents demanding the introduction of a well-connected railway network to ease the traffic woes of the city. Bengaluru is the only major metropolitan city that has no dedicated rail-based mass transit system. 

The state government’s proposal to implement the suburban railway service has not translated into reality. Commuters are forced to travel in crowded long-distance trains and a skeletal local train service from Bangarpet, Tumakuru and Mandya to reach places within the city. The citizens’ demand is that the available railway infrastructure be utilised efficiently to implement the suburban rail network.

However, the draft policy on Suburban Rail System released by the Centre recently states that the existing railway infrastructure cannot be utilised to run suburban services as it would affect the services of long-distance and freight trains.

A South Western Railway (SWR) official, who preferred to be anonymous, contends that the city railway station is too congested to run new trains. “It is impossible to run additional suburban services with the infrastructure available,” he says.

SWR, he informs, has submitted a proposal to the state government to facilitate doubling of the line between Yeshwantpur and Hosur and introduce an additional line between Bengaluru and Bangarpet. Another proposal for implementation of automatic signalling has also been submitted. “Only then can suburban services be introduced,” the official notes.

The need of the hour, he says, are new terminals such as the one proposed at Baiyappanahalli. This should be constructed at the earliest to help decongest the city railway station. Also, switching from conventional to mainline electrical multiple unit (MEMU) coaches can help in enhancement of train capacity, he opines.

One solution offered to deal with the congestion of the city railway station is to terminate trains coming in from suburban areas of Yeshwantpur, Kengeri and Baiyappanahalli and have the commuters switch to Metro trains.

However, many passengers do not see merit in this option. Says Ramanna, a superintendent at a city college, “Switching between different modes of transport can be very difficult for daily commuters. Not only is it time consuming, but is also very expensive.”

People who commute between Bengaluru and the suburbs use railway passes.  “If they are asked to take the Metro from points where trains terminate, they will have to spend more money purchasing Metro passes.” He points out that commuting from the railway terminals to the Metro stations is yet another difficult proposition in the absence of adequate shuttle facilities.

Increasing the frequency of trains to suburbs can help people from all walks of life, he believes.
If train services can be increased in the peak hours, it can help thousands of passengers, unlike the Metro which has a diminished capacity, many passengers say.

However, Balaji Chitra Ganesan, a research engineer at IBM, has a different take on the matter. “One solution to decongest the city railway station could be to stop long-distance trains at terminals short of the central station. Such a precedent exists in Paris where none of the three major railway stations are in the city centre. Commuters can then switch to the Metro,” he says.

Ganesan is of the opinion that the clamour for the suburban railway service stems from the citizens’ frustration with the delay in implementing the Metro rail. Once a full-fledged Metro network is developed, it can solve many of the city’s traffic problems, he says.

The hurdles to the implementation of a suburban railway network in Bengaluru are many. However, it can happen only if a viable solution for decongesting the city railway station is arrived at."
"JAN 01 2017, 02:25 IST",City,"Rasheed Kappan, Bengaluru, Jan 1, 2017, DHNS,",Decongesting rail terminals,"Packed with long-distance trains, all its tracks perennially occupied, the city railway station is not everyone’s terminal. The Yeshwantpur station was upgraded to decongest, but is caught up in operational issues. Can a new terminal at Baiyappanahalli be the game-changer?

Bengaluru’s collective, 33-year-old yearning for a suburban rail network has always had a stock response from the Railways and Centre: The tracks are saturated and its stations, space-starved. Can some smart use of available space free up the existing terminals?

For decades, the city station, now named after Krantivira Sangolli Rayanna, with its 10 platforms, has remained Bengaluru’s premier rail head. Severe space-crunch forced the South Western Railway to acquire a part of the Binny Mill land from BBMP. But a project, sanctioned in 2013, to build a shunting yard there, is still stuck.

Here’s why: No access. A main road passes right across the land, and a plan to build a road underbridge with reinforced concrete cement (RCC) has not worked due to the multiplicity of underground utility lines.  

The implications are clear. No shortcuts can work. A long-term alternative, as urban rail analyst Sanjeev Dyamannavar suggests, could be to dig up the entire area, build a proper four lane road and top it. This way, any number of tracks can be laid above, decongesting the city station.

Dedicated shunting yard
Lack of a dedicated shunting yard forces long-distance trains to be parked on tracks between the platforms. The pit lines and stabling lines run parallel to the platforms, blocking trains coming from the Cantonment side. The decongestion by shifting these lines to the Binny Mill land will be dramatic.

To introduce a fully functional commuter rail/suburban network for the city, freeing up tracks between stations/terminals is critical. Consultancy firm RITES had even recommended tripling/quadrupling the lines, so that suburban trains could be run on two lines at a frequency of five minutes during peak hours.  

How does this plan fit into the available land between the City and Yeshwantpur terminals? Currently, the two biggest stations of Bengaluru are connected only by two tracks. Any chance of fitting in two more tracks has vanished with the Okalipuram bridge built by BBMP, points out Dyamannavar.

South Western Railway had parted with the land in exchange for the Binny Mill land. The bridge ramps are so designed that they rule out any additional tracks on that stretch. Future expansion is clearly out.

Inter-terminal linkage
This critical connectivity issue poses a big challenge for a seamless suburban network. But the Yeshwantpur terminal has another operational issue to sort out: The railway gate on the Outer Ring Road (ORR) cutting across the line towards Chikkabanavara station.

Due to high traffic on ORR, the police do not allow the gate to be closed for long durations. Long-distance trains from the city station are often stuck at platforms 1, 2 and 3 of Yeshwantpur station.

Unless these trains are allowed to move on to Chikkabanavara, trains from the city station are not given the green signal to proceed to Yeshwantpur. Result: Congestion at both the terminals. The 4th, 5th and 6th platforms at the Yeshwantpur station are occupied by inter-city trains that depart from the terminal.

Opening the road overbridge at the railway gate can potentially solve the problem. Trains can then leave the first three platforms in three minutes, accelerating incoming rail traffic from the city station side and back. 

Yeshwantpur terminal extension
Once the operational issues are sorted out, the Railways could ideally think of a terminal extension or even a second terminal. Space should not be an issue, provided a factory that manufactures cement sleeper blocks for broad guage lines is shifted from the far-end of the station.

Railways had even offered a four-acre land to shift the facility outside the city. The move is being resisted. But if the area is cleared, eight to 10 tracks can be planned towards Tumakuru, up from the current three. The pit and stabling lines too could be extended, freeing up more space.

Only two tracks connect the city station with Baiyappanahalli station. But Railways has enough land – about 130 acres - for a full-fledged terminal.

Over the last four years, Rs. 20 crore has been spent to lay additional pit and stabling lines. Tenders were again called and awarded in October 2016 for three platforms, a pit line to clean and maintain coaches and other facilities, inform South Western Railway officials.

Baiyappanahalli project
The Rs 116-crore project envisages building eight platforms, six pitlines and stabling lines, station buildings, foot overbridges, signals and other associated installations.

Foundation stone for the project is expected to be laid in the second week of January. Once the terminal is commissioned as planned some time in 2018, a few inter-city trains are likely to terminate here without heading to the city station.

A full-fledged terminus at Baiyappanahalli, a decongested city railway station and an optimally utilised Yeshwantpur terminal, all linked by tripled or quadrupled tracks could effectively pave the way for a functional suburban rail network.

A sustained, coordinated approach by all stakeholders including citizens could make it happen. But is everyone moving in the same direction?

Linking Metro with SWR terminals
Seamless inter-modal transport connectivity implies helping commuters to switch from Namma Metro to a South Western Railway terminal or vice-versa. It is a reality at Baiyappanahalli, where a bridge funded by Bangalore Metro Rail Corporation Limited (BMRCL) links the Metro terminal with the SWR station. In two years, the station is proposed to be upgraded to a terminal.

But this connection is glaringly lacking at Yeshwantpur, where the Metro station and SWR terminal are only a few metres apart.Thousands of commuters climb up and down stairs, lugging heavy baggage and cross the busy roads underneath to switch over. The SWR and BMRCL are yet to strike a cost-sharing deal on a bridge that would make it all easy. 

Once the Metro phase I is fully launched with the green and purple lines intersecting at the Majestic station, the connectivity with the city railway station will have to be seamless. Currently, the Majestic Metro station has a single exit point, from where access to the city station is cumbersome.

Commuters are forced to walk 200-300 metres, step down to an underpass and climb up before heading to the ticket counters and platforms through another bridge.

A second entrance is from the Metro’s underground city station that leads to the 10th platform of the SWR station near Okalipuram. But it is a good walking distance away. A third entry route is now in the pipeline. This route will help commuters cross the Gubbi Thotadappa Road directly from the Majestic metro station, leading to the city station platforms."
